age,date,gender,country,selfemployed,familyhistory,treatment,workinterfere,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,mentalhealthconsequence,physhealthconsequence,coworkers,supervisor,mentalhealthinterview,physhealthinterview,mentalvsphysical,obsconsequence
36,2015,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
33,2015,Male,United Kingdom,No,No,No,Rarely,Yes,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,No,No
25,2015,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
23,2015,Male,United States,No,Yes,Yes,Sometimes,No,No,Unsure,No,No,No,Unsure,Unsure,No,No,Yes,Yes,Maybe,Yes,Unsure,No
54,2015,Male,United States,No,Yes,Yes,Never,No,Yes,Unsure,No,Yes,Yes,Unsure,Unsure,No,No,No,Yes,No,No,Unsure,No
22,2015,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
25,2015,Other,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Yes,No
29,2015,Male,Belgium,No,No,No,Often,No,No,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Yes,Yes,Maybe,Maybe,Unsure,No
27,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,No,No,No,Yes,Yes,No
30,2015,Male,United Kingdom,No,No,No,Never,No,Yes,No,No,No,Unsure,Unsure,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
26,2015,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,Unsure,Unsure,Yes,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
25,2015,Female,Sweden,No,Yes,No,Sometimes,No,Yes,Yes,Yes,Yes,No,Unsure,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
31,2015,Male,United States,No,No,Yes,Sometimes,No,No,No,Yes,No,Unsure,Yes,Unsure,No,No,Some of them,No,No,No,No,No
33,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
34,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Unsure,Yes,Yes,Unsure,Maybe,Maybe,No,No,No,No,Unsure,No
34,2015,Male,United States,No,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Unsure,Somewhat easy,Yes,Yes,Some of them,Some,No,Maybe,Unsure,No
29,2015,Male,United States,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
33,2015,Female,United States,No,No,No,No,No,Yes,No,No,No,No,Unsure,Somewhat difficult,Maybe,No,Some of them,Some,No,No,Unsure,No
34,2015,Male,Germany,Yes,Yes,Yes,Rarely,Yes,Yes,No,No,No,Unsure,Unsure,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
26,2015,Male,United States,Yes,Yes,Yes,Rarely,Yes,No,No,No,No,Unsure,No,Unsure,Maybe,No,Some of them,Yes,No,Yes,No,No
32,2015,Male,United States,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Unsure,No,No,Some of them,Yes,No,Yes,Yes,No
21,2015,Male,United States,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,No,No,No
28,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
35,2015,Male,United States,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Unsure,No
36,2015,Male,United States,No,Yes,Yes,Often,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some,No,No,Unsure,No
21,2015,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Unsure,Yes,Unsure,No,No,Yes,Yes,Maybe,Maybe,Unsure,No
21,2015,Male,United Kingdom,No,No,Yes,Sometimes,No,No,Unsure,Unsure,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No
22,2015,Female,United States,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some,No,No,Yes,No
41,2015,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,No,Yes,Yes,Unsure,Somewhat difficult,Maybe,No,Yes,Some,No,Maybe,No,Yes
55,2015,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
32,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
21,2015,Female,United States,No,Yes,Yes,Rarely,No,Yes,Unsure,Unsure,Unsure,No,Unsure,Somewhat easy,Yes,No,Some of them,No,No,Yes,Unsure,No
45,2015,Male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Maybe,No,No,Some,No,Maybe,Unsure,No
27,2015,Female,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,No,Yes,Unsure,Yes,Maybe,No,No,No,No,No,No
25,2015,Female,United States,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,No,Yes,No
34,2015,Female,United States,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some,No,No,Yes,No
26,2015,Female,United States,No,Yes,Yes,Never,No,Yes,Yes,Yes,No,Yes,Yes,Unsure,Maybe,No,No,No,No,No,Unsure,No
41,2015,Male,Canada,No,No,Yes,Never,No,Yes,Yes,Unsure,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Some,No,No,Unsure,No
27,2015,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,No,Yes,Yes,Yes,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
31,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Unsure,Unsure,No,No,Yes,Yes,No,No,Unsure,No
25,2015,Male,Germany,No,Yes,Yes,Often,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No
26,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,Yes,Some of them,No,No,No,No,No
27,2015,Female,United States,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,Unsure,Unsure,Unsure,Maybe,Maybe,No,Yes,No,No,Unsure,No
42,2015,Male,New Zealand,No,No,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Unsure,No
29,2015,Other,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Unsure,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No
25,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Unsure,No
33,2015,Female,Sweden,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,Yes,Yes,Unsure,Maybe,No,Some of them,No,No,Yes,Unsure,No
21,2015,Female,Zimbabwe,Yes,Yes,Yes,Often,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,Yes,No,No,Yes
40,2015,Female,United States,No,Yes,Yes,Rarely,No,No,Yes,No,Unsure,Unsure,Unsure,Somewhat easy,Maybe,Maybe,No,No,No,No,Unsure,No
31,2015,Male,United States,No,No,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Somewhat easy,Yes,No,Some of them,No,No,No,Unsure,No
26,2015,Male,Canada,No,Yes,Yes,Often,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Very easy,No,No,Yes,Yes,No,No,Yes,No
24,2015,Female,United States,No,Yes,No,No,No,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
29,2015,Male,United States,No,No,No,Never,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Unsure,No
48,2015,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,Maybe,No,No,No,No,No,No
35,2015,Male,United Kingdom,No,No,No,Sometimes,No,Yes,No,No,No,No,Unsure,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes
32,2015,Female,United States,No,No,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,No,Some,No,Maybe,Unsure,No
29,2015,Male,Canada,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,Unsure,Unsure,Yes,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,Yes,No
26,2015,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Unsure,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No
28,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,No,No
23,2015,Male,United States,No,No,No,No,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,Maybe,No,No
35,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Unsure,Very difficult,Maybe,Maybe,Some of them,Some,No,Maybe,No,Yes
29,2015,Male,Germany,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Very easy,Maybe,No,Some of them,Some,Maybe,Maybe,Unsure,No
26,2015,Male,United States,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No
33,2015,Male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Yes,Maybe,Yes,Some,No,No,Yes,No
33,2015,Male,United States,No,No,No,No,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,Yes,No,Some of them,No,No,Maybe,Yes,No
22,2015,Male,Brazil,Yes,No,No,Never,Yes,Yes,Unsure,No,No,No,Unsure,Somewhat easy,No,No,Yes,Yes,Maybe,No,Unsure,No
30,2015,Female,Spain,No,Yes,No,No,No,Yes,No,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,No,Unsure,No
33,2015,Male,United States,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Unsure,Somewhat easy,Yes,No,No,No,No,No,No,No
31,2015,Female,United States,No,Yes,Yes,Rarely,No,No,Unsure,Unsure,No,Unsure,Unsure,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
21,2015,Male,United States,No,Yes,No,Never,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,Maybe,Unsure,Yes
31,2015,Other,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,Yes,Yes,No
26,2015,Female,United States,No,No,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat difficult,No,No,Some of them,Some,No,No,Yes,No
30,2015,Male,United States,No,Yes,No,Often,No,Yes,Unsure,No,No,Unsure,Unsure,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Unsure,No
30,2015,Other,Germany,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No
23,2015,Male,India,No,No,No,No,No,Yes,No,No,No,No,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,No,No
34,2015,Male,Finland,No,No,No,Never,No,Yes,No,No,No,No,Unsure,Somewhat easy,No,No,Yes,Yes,No,Maybe,Unsure,No
55,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,Unsure,Unsure,Unsure,Yes,Maybe,No,No,No,No,No,Yes
28,2015,Male,Germany,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,2015,Male,Uruguay,No,No,No,No,Yes,Yes,Unsure,No,Unsure,No,Unsure,Unsure,No,No,Some of them,No,No,Yes,Unsure,No
28,2015,Male,New Zealand,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Unsure,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,2015,Male,United Kingdom,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Unsure,Unsure,Somewhat easy,No,No,Some of them,Yes,No,No,Unsure,No
28,2015,Female,United States,No,No,Yes,Rarely,No,No,Yes,Yes,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,No,Unsure,No
21,2015,Male,United States,No,No,No,Sometimes,No,No,Unsure,Unsure,No,Yes,Yes,Unsure,No,No,Some of them,Some,Maybe,Maybe,Yes,No
24,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Unsure,Somewhat difficult,Yes,No,Some of them,Some,No,Maybe,No,Yes
26,2015,Female,United States,No,No,No,No,No,No,Yes,Unsure,Yes,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
23,2015,Male,United States,No,No,No,No,No,No,Yes,No,No,No,Unsure,Unsure,No,No,Yes,No,No,Yes,Unsure,No
24,2015,Female,United States,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some,Yes,Yes,Yes,No
28,2015,Male,Canada,Yes,No,No,Never,Yes,Yes,Unsure,No,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
24,2015,Female,United States,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Unsure,Very easy,Yes,No,No,Some,No,Yes,Yes,No
33,2015,Male,United States,Yes,No,Yes,Often,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some,Yes,Yes,Unsure,No
34,2015,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Unsure,Maybe,No,Yes,Yes,No,Maybe,Unsure,No
27,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
28,2015,Male,United States,No,No,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
26,2015,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,Yes
20,2015,Male,Australia,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Yes,Very easy,No,No,Some of them,Yes,No,No,Unsure,No
23,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
29,2015,Male,United States,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
26,2015,Male,United Kingdom,No,Yes,No,Sometimes,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,Maybe,No,No,No,Maybe,No,No
36,2015,Male,United States,No,No,No,Rarely,Yes,Yes,Yes,No,Yes,Unsure,Unsure,Somewhat easy,Maybe,No,No,No,No,No,Unsure,No
41,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes
33,2015,Female,United States,No,No,No,No,Yes,Yes,Yes,No,Unsure,No,Unsure,Unsure,No,No,Some of them,Yes,No,No,Yes,No
23,2015,Male,Canada,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
39,2015,Male,United States,No,Yes,No,Often,No,Yes,Yes,No,No,Unsure,Unsure,Unsure,Yes,No,Some of them,Some,No,Maybe,No,Yes
34,2015,Male,United States,No,Yes,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,Some,No,Maybe,Unsure,Yes
26,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,Some,No,No,No,Yes
24,2015,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,No,Unsure,Unsure,No,No,Some of them,Yes,No,No,Unsure,No
37,2015,Male,Canada,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
43,2015,Male,United States,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
40,2015,Other,United States,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Unsure,Yes,Unsure,Yes,Maybe,No,Some,No,Maybe,Yes,No
30,2015,Male,United States,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,No,Unsure,Very difficult,Yes,No,Some of them,No,No,No,No,Yes
34,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Yes,Yes,Some of them,No,No,No,Unsure,No
27,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,No,No,No,No,Yes,Unsure,No
36,2015,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Unsure,No
27,2015,Male,Brazil,No,No,No,Rarely,No,Yes,No,Yes,No,No,Unsure,Somewhat easy,Maybe,No,Some of them,Some,No,Maybe,No,No
35,2015,Male,Netherlands,No,Yes,No,Never,No,Yes,Yes,No,No,No,Yes,Unsure,Yes,No,No,No,No,Maybe,Unsure,No
32,2015,Male,United Kingdom,No,No,No,Never,No,Yes,No,No,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Yes,Yes,No
37,2015,Male,United States,No,No,No,No,No,Yes,Yes,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,Unsure,No
29,2015,Male,United Kingdom,No,No,No,No,No,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
33,2015,Female,United States,No,No,No,Never,No,Yes,Yes,Unsure,Yes,Yes,Unsure,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No
28,2015,Male,United States,No,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Unsure,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Unsure,No
26,2015,Female,United States,No,Yes,No,Never,No,Yes,Unsure,Unsure,No,No,Unsure,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No
27,2015,Male,United States,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,No,Yes,Unsure,Unsure,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No
38,2015,Male,United Kingdom,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
57,2015,Male,United States,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,Maybe,No,No
28,2015,Male,United Kingdom,No,No,Yes,Sometimes,No,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,Some,No,Maybe,No,No
26,2015,Male,France,No,No,No,Never,No,Yes,No,Yes,No,No,Unsure,Unsure,Maybe,No,Yes,Yes,Maybe,Maybe,No,No
42,2015,Female,Netherlands,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,Unsure,Yes,No,Some of them,No,No,Maybe,Unsure,No
31,2015,Male,United States,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
58,2015,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No
29,2015,Male,United States,No,No,No,Sometimes,No,Yes,Unsure,No,No,No,Unsure,Very difficult,Yes,No,No,No,No,Maybe,No,No
39,2015,Female,United Kingdom,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Unsure,Unsure,Yes,No,Some of them,Some,No,Maybe,No,Yes
34,2015,Male,United States,No,No,No,Sometimes,Yes,Yes,Unsure,No,No,No,Unsure,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Unsure,No
57,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Unsure,Unsure,Maybe,Maybe,No,No,No,Maybe,Unsure,No
27,2015,Male,Germany,No,Yes,Yes,Sometimes,No,Yes,No,Unsure,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes
23,2015,Male,Germany,Yes,Yes,Yes,Often,Yes,Yes,Unsure,No,Unsure,Unsure,Unsure,Unsure,No,Maybe,Yes,Yes,Maybe,Yes,Unsure,No
18,2015,Male,Finland,No,No,No,No,Yes,No,Unsure,No,No,Unsure,Unsure,Very easy,Yes,No,No,No,No,Maybe,Unsure,No
30,2015,Female,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Maybe,No,Some of them,Yes,No,Maybe,Unsure,No
23,2015,Male,United States,No,No,No,Never,No,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,No,No,Yes,Yes,Maybe,Yes,Yes,No
43,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Unsure,No
18,2015,Female,United Kingdom,No,Yes,Yes,Sometimes,Yes,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,Maybe,Some of them,Some,Maybe,Maybe,Unsure,No
29,2015,Male,United States,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,No,Unsure,Unsure,Maybe,No,Some of them,No,No,Maybe,Unsure,No
48,2015,Male,United States,No,No,No,Never,No,Yes,Unsure,No,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,Maybe,Unsure,No
43,2015,Male,Germany,No,No,Yes,Sometimes,No,No,No,Yes,Unsure,No,Unsure,Somewhat easy,Maybe,No,Some of them,Some,No,Yes,No,Yes
28,2015,Female,United States,No,Yes,Yes,Sometimes,No,Yes,Unsure,Unsure,No,No,Unsure,Unsure,Yes,Maybe,Some of them,No,No,Maybe,Unsure,No
30,2015,Male,United States,Yes,Yes,Yes,Often,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,2015,Male,Israel,No,No,No,Sometimes,No,Yes,No,No,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
33,2015,Male,Italy,No,No,No,Never,No,No,No,No,No,No,Unsure,Unsure,Maybe,Maybe,Some of them,Some,No,No,No,No
31,2015,Male,United States,No,No,No,No,No,Yes,Yes,Unsure,Unsure,Unsure,Yes,Unsure,No,No,No,Some,No,No,Yes,No
30,2015,Male,United States,No,No,No,Rarely,No,No,Unsure,Unsure,No,No,Unsure,Unsure,No,No,Some of them,Some,No,No,Unsure,No
27,2015,Male,Israel,No,No,No,No,No,Yes,No,No,No,No,Unsure,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes
24,2015,Female,United States,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,Unsure,Unsure,Unsure,Unsure,No,No,Some of them,Some,No,No,Unsure,Yes
25,2015,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Unsure,No
23,2015,Female,United States,No,Yes,Yes,Often,No,Yes,Yes,Unsure,Unsure,No,Unsure,Unsure,Maybe,No,Some of them,Some,No,No,Yes,Yes
36,2015,Male,United States,No,No,Yes,Sometimes,No,No,Yes,Unsure,No,No,Unsure,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes
25,2015,Female,United States,Yes,Yes,Yes,Often,Yes,Yes,Unsure,Unsure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes
54,2015,Male,United Kingdom,No,No,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No
34,2015,Male,Netherlands,No,No,No,Rarely,No,Yes,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat easy,No,No,Some of them,Some,No,Maybe,Yes,No
38,2015,Female,United States,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Unsure,Maybe,Maybe,No,No,No,No,No,No
40,2015,Male,Ireland,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Unsure,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
32,2015,Male,United Kingdom,No,No,No,No,No,Yes,No,Unsure,No,Unsure,Unsure,Unsure,No,No,No,Some,No,Maybe,Unsure,No
25,2015,Male,Germany,No,No,No,Never,No,No,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,No,No,Yes,Yes,No,Yes,Unsure,No
35,2015,Female,United States,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Unsure,Unsure,Yes,Maybe,No,No,No,Maybe,No,No
46,2015,Male,United States,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Maybe,No,Some of them,No,No,No,Yes,No
42,2015,Male,United States,No,No,No,Never,No,No,Yes,No,Yes,No,Unsure,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No
32,2015,Male,United Kingdom,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Unsure,Unsure,No,No,Yes,Yes,Maybe,Maybe,Yes,No
47,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Unsure,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No
22,2015,Male,United States,No,No,No,No,No,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,No,No,Some of them,Yes,No,Maybe,Yes,No
33,2015,Female,United States,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Very easy,No,No,Some of them,Some,No,No,Unsure,No
25,2015,Female,United States,No,No,No,Sometimes,No,Yes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No
29,2015,Male,United States,No,No,No,No,No,Yes,Unsure,Unsure,No,Unsure,Unsure,Unsure,Maybe,No,No,No,No,Maybe,Unsure,No
39,2015,Male,United States,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
38,2015,Male,United States,No,Yes,Yes,Sometimes,No,Yes,Yes,Unsure,Yes,Yes,Yes,Unsure,Yes,No,No,No,No,No,No,No
